Position_Power (dBm)
150.0000,-13.1120,-1.5190
300.0000,-13.0870,-1.6250
450.0000,-13.0810,-1.4140
600.0000,-13.0640,-1.3420
750.0000,-13.8590,-1.3640
900.0000,-14.5650,-1.4230
1050.0000,-14.5430,-1.5650
1200.0000,-14.5120,-1.6710
1350.0000,-14.2790,-1.6840
1500.0000,-13.5340,-1.7590
1650.0000,-13.1850,-1.6530
1800.0000,-13.1960,-1.6120
1950.0000,-13.2160,-1.5600
2100.0000,-13.2300,-1.5980
2250.0000,-13.5820,-1.6850
2400.0000,-15.0850,-1.6350
2550.0000,-15.2690,-1.6030
2700.0000,-13.9990,-1.6520
2850.0000,-13.5440,-1.7120
3000.0000,-13.7290,-1.8750
3150.0000,-14.1200,-2.1480
3300.0000,-14.5500,-2.4950
3450.0000,-15.4840,-2.7730
3600.0000,-17.3690,-3.0770
3750.0000,-16.6990,-3.1360
3900.0000,-16.5030,-3.3030
4050.0000,-16.9970,-3.2240
4200.0000,-17.1820,-3.3140
4350.0000,-16.9420,-3.2600
4500.0000,-16.8470,-3.4050
4650.0000,-16.9110,-3.4680
4800.0000,-16.9180,-3.3580
4950.0000,-17.0040,-3.5070
5100.0000,-17.2960,-3.4580
5250.0000,-17.2450,-3.5580
5400.0000,-17.2390,-3.3830
5550.0000,-16.9480,-3.4670
5700.0000,-16.9590,-3.4630
5850.0000,-17.7000,-3.2880
6000.0000,-17.0200,-3.3530
