Position_Power (dBm)
150.0000,-13.2280,-0.2600
300.0000,-13.1980,-0.1260
450.0000,-13.2350,-0.1990
600.0000,-13.4730,-0.0830
750.0000,-13.4360,-0.2280
900.0000,-13.4290,-0.1090
1050.0000,-14.3010,-0.1840
1200.0000,-15.2150,-0.1810
1350.0000,-15.1920,-0.1090
1500.0000,-14.4940,-0.2190
1650.0000,-13.5570,-0.0760
1800.0000,-13.3000,-0.1900
1950.0000,-14.4400,0.0040
2100.0000,-14.6880,-0.2440
2250.0000,-13.5320,-0.2240
2400.0000,-13.6640,-0.2660
2550.0000,-13.8090,-0.3010
2700.0000,-14.7740,-0.2050
2850.0000,-15.0260,-0.3280
3000.0000,-15.0120,-0.3100
3150.0000,-16.3160,-0.4640
3300.0000,-16.7680,-0.3860
3450.0000,-17.3500,-0.5420
3600.0000,-18.1570,-0.6410
3750.0000,-18.2430,-0.4880
3900.0000,-17.8840,-0.7880
4050.0000,-17.2870,-0.5770
4200.0000,-17.2250,-0.7420
4350.0000,-17.1510,-0.5730
4500.0000,-17.1860,-0.7660
4650.0000,-17.1130,-0.8020
4800.0000,-17.1620,-0.6010
4950.0000,-17.1960,-0.7540
5100.0000,-17.1970,-0.6340
5250.0000,-17.3040,-0.7370
5400.0000,-17.3030,-0.6100
5550.0000,-17.2680,-0.7140
5700.0000,-17.3590,-0.6000
5850.0000,-17.3410,-0.7570
6000.0000,-17.3100,-0.7730
