Position_Power (dBm)
150.0000,-17.3410,-0.5140
300.0000,-17.3220,-0.5340
450.0000,-17.3660,-0.4040
600.0000,-17.3180,-0.5260
750.0000,-17.3080,-0.2770
900.0000,-17.3050,-0.4620
1050.0000,-17.3430,-0.2470
1200.0000,-17.2650,-0.4560
1350.0000,-17.2440,-0.3350
1500.0000,-17.3270,-0.4010
1650.0000,-17.2210,-0.4070
1800.0000,-17.2290,-0.2620
1950.0000,-17.2170,-0.4050
2100.0000,-17.1840,-0.2680
2250.0000,-17.1280,-0.3860
2400.0000,-17.0610,-0.2360
2550.0000,-16.9750,-0.3270
2700.0000,-16.6710,-0.2680
2850.0000,-17.0510,-0.1070
3000.0000,-17.0780,-0.1290
3150.0000,-15.8280,0.2700
3300.0000,-14.6990,0.1680
3450.0000,-14.2810,0.1940
3600.0000,-14.7100,-0.0070
3750.0000,-14.0890,0.0210
3900.0000,-13.7520,0.3000
4050.0000,-14.1690,0.0640
4200.0000,-15.4100,0.2330
4350.0000,-14.1410,0.1210
4500.0000,-13.3350,0.2660
4650.0000,-14.2720,0.2110
4800.0000,-15.1100,0.1890
4950.0000,-15.1720,0.2700
5100.0000,-15.1220,0.2120
5250.0000,-15.0270,0.3390
5400.0000,-14.9010,0.2650
5550.0000,-14.0340,0.5490
5700.0000,-13.5160,0.4320
5850.0000,-13.2500,0.3330
6000.0000,-13.2950,0.4610
