Position_Power(dBm)
150.0000,-16.6730
300.0000,-16.6790
450.0000,-16.6940
600.0000,-16.6800
750.0000,-16.6290
900.0000,-16.6240
1050.0000,-16.6180
1200.0000,-16.6220
1350.0000,-16.5830
1500.0000,-16.5700
1650.0000,-16.5880
1800.0000,-16.6120
1950.0000,-16.5730
2100.0000,-16.5760
2250.0000,-16.5680
2400.0000,-16.5580
2550.0000,-16.6780
2700.0000,-16.9500
2850.0000,-17.3230
3000.0000,-17.9680
3150.0000,-18.6750
3300.0000,-19.1920
3450.0000,-19.7320
3600.0000,-20.1960
3750.0000,-20.4490
3900.0000,-20.5880
4050.0000,-20.6690
4200.0000,-20.6490
4350.0000,-20.6850
4500.0000,-20.6910
4650.0000,-20.7230
4800.0000,-20.7580
4950.0000,-20.7820
5100.0000,-20.7790
5250.0000,-20.7710
5400.0000,-20.7520
5550.0000,-20.7790
5700.0000,-20.7880
5850.0000,-20.7850
6000.0000,-20.8050
