Position_Power(dBm)
150.0000,-20.7120
300.0000,-20.7080
450.0000,-20.7270
600.0000,-20.7060
750.0000,-20.6990
900.0000,-20.7240
1050.0000,-20.7020
1200.0000,-20.7070
1350.0000,-20.6920
1500.0000,-20.6770
1650.0000,-20.6400
1800.0000,-20.6870
1950.0000,-20.5830
2100.0000,-20.5500
2250.0000,-20.3380
2400.0000,-19.9610
2550.0000,-19.4820
2700.0000,-18.8070
2850.0000,-18.0400
3000.0000,-17.6100
3150.0000,-17.1610
3300.0000,-16.9710
3450.0000,-17.0340
3600.0000,-16.9300
3750.0000,-16.8780
3900.0000,-16.8040
4050.0000,-16.7510
4200.0000,-16.6710
4350.0000,-16.6320
4500.0000,-16.6770
4650.0000,-16.5860
4800.0000,-16.5980
4950.0000,-16.5630
5100.0000,-16.6350
5250.0000,-16.6800
5400.0000,-16.7390
5550.0000,-16.7010
5700.0000,-16.6370
5850.0000,-16.6090
6000.0000,-16.5870
